file,image type,face id,dominant 1,percent 1,dominant 2,percent 2,skin tone,tone label,accuracy(0-100)
ISIC_3058665.jpg,bw,NA,#F6C5C9,0.67,#E6B1B4,0.33,#F3E7DB,BB,82.54
ISIC_3058800.jpg,color,NA,#DFA783,0.65,#BE8055,0.35,#D7BD96,CE,86.67
ISIC_3059347.jpg,color,NA,#C59273,0.92,#8B4F35,0.08,#A07E56,CF,88.67
ISIC_3059367.jpg,bw,NA,#FCD7DA,0.77,#E8C0C1,0.23,#F3E7DB,BB,86.62
ISIC_3059442.jpg,color,NA,#C47969,0.89,#A94C3C,0.11,#A07E56,CF,83.49
ISIC_3059967.jpg,bw,NA,#ECAFB1,0.63,#DA9C99,0.37,#F3E7DB,BB,78.82
ISIC_3060248.jpg,color,NA,#D38A8C,0.59,#C75455,0.41,#A07E56,CF,77.0
ISIC_3060567.jpg,bw,NA,#FEDCDF,0.61,#F6D0D2,0.39,#F3E7DB,BB,87.2
ISIC_3061135.jpg,bw,NA,#F4F0CF,0.55,#DFD3AC,0.45,#EADABA,BD,94.85
ISIC_3061909.jpg,bw,NA,#774546,0.60,#82555B,0.40,#604134,BH,88.96
ISIC_3062039.jpg,bw,NA,#F4CFDD,0.94,#D1A39D,0.06,#F3E7DB,BB,83.62
ISIC_3062773.jpg,bw,NA,#FACFDA,0.77,#E8B9C2,0.23,#F3E7DB,BB,83.06
ISIC_3062820.jpg,bw,NA,#D59BAC,0.84,#C77E84,0.16,#F3E7DB,BB,73.88
ISIC_3062937.jpg,bw,NA,#FDDAD8,0.67,#F6CFC9,0.33,#F3E7DB,BB,88.45
ISIC_3063260.jpg,bw,NA,#E4D5BB,0.57,#D5BA98,0.43,#EADABA,BD,95.18
ISIC_3063563.jpg,color,NA,#BF6968,0.58,#A73F3E,0.42,#825C43,CG,82.23
ISIC_3063649.jpg,bw,NA,#F7C7C4,0.59,#EBB8B2,0.41,#F3E7DB,BB,84.23
ISIC_3063923.jpg,bw,NA,#A69787,0.64,#907B62,0.36,#A07E56,BF,90.4
ISIC_3064103.jpg,bw,NA,#EEB7B9,0.58,#DDA29E,0.42,#F3E7DB,BB,80.31
ISIC_3064486.jpg,bw,NA,#D8CCB7,0.56,#CAAA88,0.44,#D7BD96,BE,93.45
ISIC_3064807.jpg,color,NA,#CC8773,0.87,#883E35,0.13,#A07E56,CF,83.57
ISIC_3065032.jpg,bw,NA,#B79472,0.59,#C2A183,0.41,#A07E56,BF,90.47
ISIC_3065175.jpg,bw,NA,#E1BFB9,0.56,#CAA19B,0.44,#F3E7DB,BB,84.18
ISIC_3065253.jpg,bw,NA,#FCD9DA,0.66,#F1CBCA,0.34,#F3E7DB,BB,87.55
ISIC_3065254.jpg,color,NA,#CF7E74,0.79,#BB5E4F,0.21,#A07E56,CF,81.16
ISIC_3066296.jpg,bw,NA,#FEDCE3,0.66,#F2CBD1,0.34,#F3E7DB,BB,86.01
ISIC_3066463.jpg,color,NA,#CD8171,0.78,#9A473F,0.22,#A07E56,CF,81.85
ISIC_3067522.jpg,bw,NA,#FCDCE1,0.67,#EFCDD1,0.33,#F3E7DB,BB,87.28
ISIC_3067657.jpg,color,NA,#C89B7F,0.85,#803C25,0.15,#A07E56,CF,85.92
ISIC_3067885.jpg,bw,NA,#ECE7D0,0.58,#D4C29E,0.42,#EADABA,BD,94.36
ISIC_3067949.jpg,color,NA,#D2AD86,0.64,#B87645,0.36,#D7BD96,CE,88.77
ISIC_3068513.jpg,bw,NA,#C7A69C,0.55,#C39A89,0.45,#D7BD96,BE,85.81
ISIC_3068575.jpg,bw,NA,#E6BFAF,0.80,#BC8B68,0.20,#D7BD96,BE,87.41
ISIC_3068885.jpg,bw,NA,#773C3C,0.54,#805C55,0.46,#604134,BH,89.68
ISIC_3069054.jpg,color,NA,#D4AF7E,0.92,#855629,0.08,#D7BD96,CE,92.79
ISIC_3069157.jpg,color,NA,#F2BDA8,0.74,#D49D84,0.26,#D7BD96,CE,86.92
ISIC_3069268.jpg,color,NA,#D887A5,0.89,#BA5167,0.11,#A07E56,CF,69.3
ISIC_3069307.jpg,bw,NA,#D6C9CA,0.56,#BFAEAF,0.44,#F3E7DB,BB,87.96
ISIC_3069511.jpg,bw,NA,#E0C4C3,0.57,#C9A9A7,0.43,#F3E7DB,BB,85.69
ISIC_3069594.jpg,bw,NA,#FDD2C1,0.63,#F2C4B1,0.37,#F3E7DB,BB,88.08
ISIC_3070142.jpg,bw,NA,#D495A2,0.73,#C98189,0.27,#A07E56,BF,74.54
ISIC_3070178.jpg,color,NA,#984B41,0.66,#AB776C,0.34,#825C43,CG,87.31
ISIC_3070206.jpg,bw,NA,#E5A7B3,0.64,#D69BA3,0.36,#F3E7DB,BB,76.79
ISIC_3071338.jpg,color,NA,#C3916E,0.70,#A75F3F,0.30,#A07E56,CF,88.94
ISIC_3071973.jpg,bw,NA,#F3CDC8,0.64,#E7BEB9,0.36,#F3E7DB,BB,87.03
ISIC_3072143.jpg,bw,NA,#FAD5C9,0.67,#EDC4B2,0.33,#F3E7DB,BB,89.36
ISIC_3072259.jpg,bw,1,#EDBDC1,0.97,#B06543,0.03,#F3E7DB,BB,82.2
ISIC_3072311.jpg,bw,NA,#F4C3D0,0.68,#E7B4BE,0.32,#F3E7DB,BB,81.13
ISIC_3072343.jpg,bw,NA,#F0C1D7,0.65,#E2B0C7,0.35,#F3E7DB,BB,78.93
ISIC_3072382.jpg,bw,NA,#E5D8C0,0.58,#D0B48F,0.42,#EADABA,BD,94.34
ISIC_3072844.jpg,bw,NA,#FDD2CC,0.60,#F4C4BA,0.40,#F3E7DB,BB,86.54
ISIC_3073001.jpg,color,NA,#D0A278,0.61,#A05F36,0.39,#A07E56,CF,87.26
ISIC_3073018.jpg,color,NA,#AE6361,0.56,#C37E81,0.44,#825C43,CG,81.2
ISIC_3073339.jpg,color,NA,#C38869,0.73,#995742,0.27,#A07E56,CF,87.45
ISIC_3073634.jpg,bw,NA,#FBD2D9,0.69,#EEC3C8,0.31,#F3E7DB,BB,84.48
ISIC_3074710.jpg,bw,NA,#F6CECF,0.66,#EABEBC,0.34,#F3E7DB,BB,85.71
ISIC_3074949.jpg,bw,NA,#D6C3BC,0.59,#C1ABA2,0.41,#F3E7DB,BB,88.54
ISIC_3076237.jpg,bw,NA,#FCD3CE,0.66,#F1C3BE,0.34,#F3E7DB,BB,86.74
ISIC_3077696.jpg,bw,NA,#D0B595,0.89,#A28151,0.11,#D7BD96,BE,95.41
ISIC_3077760.jpg,bw,NA,#97877F,0.96,#7A6255,0.04,#A07E56,BF,87.72
ISIC_3077866.jpg,bw,NA,#C4A895,0.50,#B99B83,0.50,#D7BD96,BE,89.97
ISIC_3078678.jpg,bw,NA,#F6CBCF,0.99,#B07968,0.01,#F3E7DB,BB,84.65
ISIC_3079263.jpg,bw,NA,#CD94A3,0.82,#BF7E8A,0.18,#A07E56,BF,74.07
ISIC_3079290.jpg,bw,NA,#ECBEB3,0.62,#E0AFA1,0.38,#D7BD96,BE,84.9
ISIC_3079305.jpg,bw,NA,#BFAEC4,0.60,#B49EAB,0.40,#F3E7DB,BB,78.73
ISIC_3079355.jpg,bw,NA,#F3CDCD,0.69,#E8BDB5,0.31,#F3E7DB,BB,86.57
ISIC_3079729.jpg,bw,NA,#FBD6CB,0.60,#EEC6B7,0.40,#F3E7DB,BB,89.19
ISIC_3080307.jpg,bw,NA,#AE8A8E,0.55,#9D7C7A,0.45,#A07E56,BF,81.92
ISIC_3081674.jpg,color,NA,#C37C66,0.78,#7C392C,0.22,#A07E56,CF,83.22
ISIC_3081844.jpg,bw,NA,#FDDBD2,0.62,#F3CCBE,0.38,#F3E7DB,BB,90.01
ISIC_3081858.jpg,bw,NA,#DBAD96,0.56,#C99776,0.44,#D7BD96,BE,88.31
ISIC_3082027.jpg,bw,NA,#F4BBC1,0.56,#E9A7A2,0.44,#F3E7DB,BB,80.0
ISIC_3082109.jpg,bw,NA,#ECC1C2,0.78,#D3A5A2,0.22,#F3E7DB,BB,83.71
ISIC_3082172.jpg,bw,NA,#ECB5BF,0.62,#DFA2A6,0.38,#F3E7DB,BB,78.93
ISIC_3082398.jpg,bw,NA,#FBD1DC,0.65,#EFC4CF,0.35,#F3E7DB,BB,83.54
ISIC_3082466.jpg,bw,NA,#F5CDE3,0.66,#EABFD5,0.34,#F6EDE4,BA,80.96
ISIC_3082841.jpg,bw,NA,#A37D61,0.68,#9B6F53,0.32,#A07E56,BF,94.01
ISIC_3083325.jpg,bw,NA,#F3C1C5,0.68,#E6B3B6,0.32,#F3E7DB,BB,82.29
ISIC_3083711.jpg,bw,NA,#D3C0CE,0.69,#C7B3BF,0.31,#F3E7DB,BB,83.86
ISIC_3084213.jpg,color,NA,#E9B390,0.69,#CC9165,0.31,#D7BD96,CE,89.19
ISIC_3084312.jpg,color,NA,#892F2D,0.55,#C07C7B,0.45,#825C43,CG,81.38
ISIC_3084322.jpg,color,NA,#B67E6C,0.88,#994D38,0.12,#A07E56,CF,86.9
ISIC_3084624.jpg,bw,NA,#E2A8A0,0.52,#D0907B,0.48,#D7BD96,BE,82.02
ISIC_3084780.jpg,bw,NA,#E5B9A7,0.67,#CD9F89,0.33,#D7BD96,BE,87.59
ISIC_3084791.jpg,bw,NA,#8B6151,0.63,#7B5543,0.37,#825C43,BG,95.36
ISIC_3084862.jpg,bw,NA,#EABBCE,0.59,#DBA3B3,0.41,#F3E7DB,BB,78.39
ISIC_3085084.jpg,bw,NA,#F0C7D7,0.65,#E0B2C5,0.35,#F3E7DB,BB,80.94
ISIC_3085118.jpg,color,NA,#DFA479,0.66,#B66A41,0.34,#A07E56,CF,85.88
ISIC_3085239.jpg,bw,NA,#F4C2CC,0.62,#E8B0B8,0.38,#F3E7DB,BB,81.04
ISIC_3086038.jpg,color,NA,#E59B99,0.72,#B7514B,0.28,#A07E56,CF,76.6
ISIC_3086476.jpg,color,NA,#B36D89,0.58,#9B4F64,0.42,#825C43,CG,76.84
ISIC_3086575.jpg,bw,NA,#EEB7AF,0.51,#E2A495,0.49,#D7BD96,BE,82.85
ISIC_3086579.jpg,bw,NA,#F9CAC4,0.56,#EEBDB3,0.44,#F3E7DB,BB,85.45
ISIC_3087274.jpg,bw,NA,#FBCEC6,0.66,#EEBFB7,0.34,#F3E7DB,BB,86.19
ISIC_3087371.jpg,bw,NA,#DAB5A7,0.58,#D1A592,0.42,#D7BD96,BE,87.36
ISIC_3087433.jpg,bw,NA,#F4CDE7,0.66,#E7BDD6,0.34,#F6EDE4,BA,80.27
ISIC_3087861.jpg,color,NA,#E6B584,0.86,#BD8858,0.14,#D7BD96,CE,91.9
ISIC_3088019.jpg,bw,NA,#F5C2BC,0.63,#E9B0A7,0.37,#F3E7DB,BB,83.19
ISIC_3088518.jpg,bw,NA,#D6CFCD,0.55,#C1A89F,0.45,#F3E7DB,BB,88.66
ISIC_3089119.jpg,color,NA,#C57A92,0.85,#B35263,0.15,#825C43,CG,73.85
ISIC_3089388.jpg,bw,NA,#E8B4A8,0.54,#D69D80,0.46,#D7BD96,BE,85.56
ISIC_3089729.jpg,bw,NA,#98746C,0.73,#A98B87,0.27,#A07E56,BF,85.92
ISIC_3090246.jpg,bw,NA,#FACDC8,0.69,#EBBAB1,0.31,#F3E7DB,BB,85.54
ISIC_3090417.jpg,bw,NA,#EBB4A8,0.61,#D28C82,0.39,#D7BD96,BE,81.84
ISIC_3090572.jpg,bw,NA,#EBC4D5,0.97,#B5817A,0.03,#F3E7DB,BB,81.37
ISIC_3090792.jpg,bw,NA,#EADBC8,0.72,#CCAB8C,0.28,#EADABA,BD,92.89
ISIC_3090826.jpg,bw,NA,#FAE1C9,0.99,#302319,0.01,#F7EAD0,BC,93.64
ISIC_3091420.jpg,color,NA,#D37F7B,0.84,#A13735,0.16,#A07E56,CF,78.21
ISIC_3091457.jpg,bw,NA,#E4D9C0,0.63,#CCB08D,0.37,#EADABA,BD,94.26
ISIC_3091549.jpg,bw,NA,#D6C4CF,0.54,#BAA4B0,0.46,#F3E7DB,BB,82.96
ISIC_3091757.jpg,bw,NA,#EDB9BE,0.63,#D59FA2,0.37,#F3E7DB,BB,80.1
ISIC_3092441.jpg,bw,NA,#CED2BD,0.51,#B8B9A3,0.49,#EADABA,BD,89.62
ISIC_3092551.jpg,bw,NA,#F6CEC9,0.61,#E6B7AB,0.39,#F3E7DB,BB,86.31
ISIC_3093025.jpg,color,NA,#A56643,0.54,#7B2B19,0.46,#825C43,CG,87.99
ISIC_3093026.jpg,bw,NA,#BE7A94,0.52,#D291B3,0.48,#A07E56,BF,69.79
ISIC_3093069.jpg,bw,NA,#F8CFCA,0.69,#EBC0BB,0.31,#F3E7DB,BB,86.9
ISIC_3093620.jpg,bw,NA,#FCD7CC,0.70,#F2CCC0,0.30,#F3E7DB,BB,89.69
ISIC_3093810.jpg,bw,NA,#FCD3CD,0.63,#F3C6BD,0.37,#F3E7DB,BB,87.19
ISIC_3095085.jpg,bw,NA,#F9D0C4,0.58,#EEC2B2,0.42,#F3E7DB,BB,87.78
ISIC_3095600.jpg,color,NA,#BE8F7B,0.54,#AB694B,0.46,#A07E56,CF,88.09
ISIC_3095959.jpg,color,NA,#A8685F,0.87,#85382D,0.13,#825C43,CG,86.74
ISIC_3096016.jpg,bw,NA,#F6CCD3,0.65,#E9BEC5,0.35,#F3E7DB,BB,83.76
ISIC_3096269.jpg,bw,NA,#CF8FA1,0.69,#C67D8B,0.31,#A07E56,BF,73.5
ISIC_3096949.jpg,bw,NA,#D7DAD3,0.60,#C3A58A,0.40,#F3E7DB,BB,88.3
ISIC_3097091.jpg,bw,NA,#9E8186,0.69,#907476,0.31,#825C43,BG,81.51
ISIC_3097253.jpg,bw,NA,#F2C6C2,0.67,#D7A9A5,0.33,#F3E7DB,BB,84.3
ISIC_3097354.jpg,bw,NA,#D2C0AA,0.66,#FAF9F7,0.34,#F3E7DB,BB,91.27
ISIC_3097419.jpg,bw,NA,#CBB5A3,0.80,#9E7951,0.20,#D7BD96,BE,89.97
ISIC_3097424.jpg,bw,NA,#CE919D,0.92,#B06C74,0.08,#A07E56,BF,74.9
ISIC_3097899.jpg,bw,NA,#BDA1A3,0.62,#B39693,0.38,#D7BD96,BE,80.92
ISIC_3097976.jpg,color,NA,#E5B690,0.84,#8F573E,0.16,#D7BD96,CE,88.95
ISIC_3098174.jpg,bw,NA,#9C8C77,0.79,#6E5A40,0.21,#A07E56,BF,89.9
ISIC_3098299.jpg,color,NA,#C1777A,0.57,#B57172,0.43,#825C43,CG,79.86
ISIC_3098342.jpg,bw,NA,#EDC3B8,0.62,#DCAEA2,0.38,#D7BD96,BE,85.6
ISIC_3098462.jpg,bw,NA,#876662,0.77,#5B3930,0.23,#825C43,BG,88.9
ISIC_3098750.jpg,color,NA,#DE937D,0.62,#BF6F58,0.38,#A07E56,CF,83.28
ISIC_3099012.jpg,bw,NA,#DFA899,0.54,#EABEAF,0.46,#D7BD96,BE,85.74
ISIC_3099438.jpg,bw,NA,#DFC6B6,0.58,#C7AA9B,0.42,#D7BD96,BE,90.52
ISIC_3099631.jpg,color,NA,#A95555,0.65,#8F393A,0.35,#825C43,CG,84.4
ISIC_3100178.jpg,bw,NA,#CEC9B7,0.55,#BD946B,0.45,#D7BD96,BE,89.46
ISIC_3100594.jpg,bw,NA,#EDC3BC,0.55,#DEB1AA,0.45,#F3E7DB,BB,84.91
ISIC_3100819.jpg,bw,NA,#CAC2AB,0.58,#E5E5D8,0.42,#EADABA,BD,92.14
ISIC_3100885.jpg,bw,NA,#F6CDBF,0.64,#E9BDA8,0.36,#F3E7DB,BB,87.63
ISIC_3101458.jpg,bw,NA,#D7CBA7,0.57,#C9AF7F,0.43,#D7BD96,BE,94.56
ISIC_3101618.jpg,color,NA,#EBBCA6,0.73,#D49E79,0.27,#D7BD96,CE,88.75
ISIC_3102011.jpg,color,NA,#C27C7C,0.74,#B3504B,0.26,#825C43,CG,79.91
ISIC_3102613.jpg,color,NA,#BF8A6D,0.70,#AF6B4B,0.30,#A07E56,CF,89.59
ISIC_3102849.jpg,bw,NA,#D9C4C2,0.58,#C9B0AD,0.42,#F3E7DB,BB,87.92
ISIC_3103417.jpg,bw,NA,#FAD5D1,0.65,#EFC8C2,0.35,#F3E7DB,BB,88.18
ISIC_3103697.jpg,bw,NA,#F4DEE5,0.62,#E8D1D8,0.38,#F6EDE4,BA,88.69
ISIC_3103863.jpg,bw,NA,#F2C7C8,0.62,#E5B8B9,0.38,#F3E7DB,BB,84.29
ISIC_3104228.jpg,bw,NA,#FAD0C7,0.65,#EFC1B0,0.35,#F3E7DB,BB,87.38
ISIC_3104441.jpg,bw,NA,#DAB5B3,0.60,#C9A4A2,0.40,#F3E7DB,BB,82.8
ISIC_3104875.jpg,bw,NA,#AA8985,0.63,#997C74,0.37,#A07E56,BF,85.61
ISIC_3105136.jpg,bw,NA,#B09584,0.95,#523624,0.05,#A07E56,BF,88.3
ISIC_3105314.jpg,bw,NA,#D5B6A3,0.51,#BC9984,0.49,#D7BD96,BE,89.37
ISIC_3105324.jpg,bw,NA,#F9D3DE,0.69,#E8BFCC,0.31,#F3E7DB,BB,83.84
ISIC_3105416.jpg,bw,NA,#E7E3D2,0.57,#D4B48C,0.43,#EADABA,BD,91.84
ISIC_3105703.jpg,color,NA,#AE6359,0.75,#943D38,0.25,#825C43,CG,86.04
ISIC_3105924.jpg,bw,NA,#ECBDC4,0.76,#C48F8D,0.24,#F3E7DB,BB,80.45
ISIC_3106058.jpg,color,NA,#D69186,0.81,#AC584A,0.19,#A07E56,CF,80.94
ISIC_3106783.jpg,bw,NA,#FCDEF3,0.72,#F3D2E5,0.28,#F6EDE4,BA,83.7
ISIC_3107526.jpg,bw,NA,#C39EA7,0.54,#B08C94,0.46,#A07E56,BF,77.12
ISIC_3107940.jpg,color,NA,#D8968E,0.95,#AE4C3E,0.05,#A07E56,CF,79.61
ISIC_3108147.jpg,bw,NA,#FEDDD0,0.63,#F3CEC0,0.37,#F3E7DB,BB,91.02
ISIC_3108166.jpg,bw,NA,#AF717D,0.84,#945056,0.16,#825C43,BG,80.01
ISIC_3108765.jpg,bw,NA,#C98D71,0.60,#E9D8B6,0.40,#D7BD96,BE,87.18
ISIC_3109156.jpg,color,NA,#C07474,0.66,#AF5A5A,0.34,#825C43,CG,81.09
ISIC_3110196.jpg,bw,NA,#FCD6E2,0.69,#EFC8D1,0.31,#F6EDE4,BA,84.38
ISIC_3110425.jpg,bw,NA,#E5B0B0,0.59,#DDA29C,0.41,#D7BD96,BE,80.06
ISIC_3110548.jpg,bw,NA,#AB95A5,0.81,#997C86,0.19,#A07E56,BF,75.61
ISIC_3110909.jpg,bw,NA,#F0C3D8,0.75,#D39FB2,0.25,#F3E7DB,BB,79.03
ISIC_3110946.jpg,color,NA,#BF9D6D,0.76,#773710,0.24,#A07E56,CF,86.29
ISIC_3111042.jpg,color,NA,#BD7971,0.95,#7A2D2A,0.05,#A07E56,CF,81.94
ISIC_3111591.jpg,bw,NA,#E8BEBF,0.68,#CA9D9B,0.32,#F3E7DB,BB,82.32
ISIC_3111635.jpg,bw,NA,#EBD7EA,0.75,#DCC2CA,0.25,#F6EDE4,BA,85.32
ISIC_3111680.jpg,bw,NA,#F8D1BC,0.75,#E4B99F,0.25,#D7BD96,BE,89.44
ISIC_3111722.jpg,bw,NA,#F9D0D3,0.98,#C48F7A,0.02,#F3E7DB,BB,85.91
ISIC_3111752.jpg,bw,1,#EBC1DB,0.90,#C48F9C,0.10,#F6EDE4,BA,78.85
ISIC_3112262.jpg,bw,NA,#7E4545,0.75,#4D2524,0.25,#604134,BH,89.6
ISIC_3112783.jpg,color,NA,#997347,0.69,#734922,0.31,#A07E56,CF,91.08
ISIC_3113485.jpg,bw,NA,#E6AAAA,0.93,#935345,0.07,#D7BD96,BE,78.22
ISIC_3113701.jpg,bw,NA,#C4A898,0.96,#B28D75,0.04,#D7BD96,BE,89.16
ISIC_3114020.jpg,bw,NA,#FBD7DF,0.62,#EAC3C8,0.38,#F3E7DB,BB,85.31
ISIC_3114066.jpg,color,NA,#D78B83,0.68,#B6645D,0.32,#A07E56,CF,80.04
ISIC_3114110.jpg,bw,NA,#DC9CA0,0.58,#C7807D,0.42,#A07E56,BF,77.56
ISIC_3114154.jpg,bw,NA,#A86C6F,0.52,#976561,0.48,#825C43,BG,85.7
ISIC_3114532.jpg,color,NA,#9A5220,0.59,#CDA273,0.41,#A07E56,CF,85.15
ISIC_3114708.jpg,bw,NA,#EDBDB9,0.65,#DDAAA2,0.35,#F3E7DB,BB,82.97
ISIC_3115220.jpg,bw,1,#EFCCE2,0.94,#D8A28F,0.06,#F6EDE4,BA,81.79
ISIC_3115327.jpg,bw,NA,#C1A9B0,0.71,#B29190,0.29,#F3E7DB,BB,80.08
ISIC_3115419.jpg,bw,NA,#DFBFAD,0.56,#C49F8E,0.44,#D7BD96,BE,89.0
ISIC_3115568.jpg,color,NA,#B16B67,0.68,#7F302E,0.32,#825C43,CG,83.75
ISIC_3116288.jpg,color,NA,#F9D1AB,0.94,#98573C,0.06,#D7BD96,CE,91.15
ISIC_3116507.jpg,bw,NA,#C6A785,0.81,#B08B64,0.19,#D7BD96,BE,91.99
ISIC_3116777.jpg,color,NA,#D49F70,0.63,#AC733B,0.37,#A07E56,CF,89.36
ISIC_3117368.jpg,bw,NA,#E9DFD1,0.61,#DDCFBC,0.39,#F3E7DB,BB,96.28
ISIC_3117505.jpg,bw,NA,#B39886,0.80,#A48573,0.20,#A07E56,BF,89.17
ISIC_3117585.jpg,bw,NA,#B19EB1,0.65,#A48891,0.35,#F3E7DB,BB,75.28
ISIC_3117632.jpg,bw,NA,#E6BEB7,0.61,#CF9A92,0.39,#D7BD96,BE,83.08
ISIC_3117977.jpg,bw,NA,#C87E78,0.59,#DEA1A6,0.41,#A07E56,BF,78.48
ISIC_3118230.jpg,color,NA,#D19A77,0.88,#92583D,0.12,#A07E56,CF,86.73
ISIC_3118435.jpg,color,NA,#BC706E,0.58,#8D2F2C,0.42,#825C43,CG,82.24
ISIC_3118576.jpg,bw,NA,#FCDDD2,0.69,#F1CEBE,0.31,#F3E7DB,BB,91.35
ISIC_3118628.jpg,bw,NA,#BAAAA1,0.68,#AB9586,0.32,#D7BD96,BE,87.46
ISIC_3118787.jpg,bw,NA,#FCD6D8,0.69,#F2C9C7,0.31,#F3E7DB,BB,86.67
ISIC_3119175.jpg,color,NA,#AF745B,0.54,#9F5E44,0.46,#825C43,CG,89.39
ISIC_3120592.jpg,bw,NA,#F2B5C6,0.63,#E5A4B3,0.37,#F3E7DB,BB,77.52
ISIC_3120665.jpg,bw,NA,#D398A3,0.87,#BC7375,0.13,#A07E56,BF,75.23
ISIC_3121451.jpg,color,NA,#BD8E6E,0.92,#70351F,0.08,#A07E56,CF,89.59
ISIC_3121501.jpg,bw,NA,#C9B1C0,0.56,#D2BCCC,0.44,#F3E7DB,BB,82.0
ISIC_3121787.jpg,bw,NA,#F5D5E4,0.70,#F0CDD4,0.30,#F6EDE4,BA,85.06
ISIC_3122329.jpg,color,NA,#C08A4C,0.60,#AA6729,0.40,#A07E56,CF,90.76
ISIC_3123099.jpg,bw,NA,#EDC1A6,0.78,#D8A477,0.22,#D7BD96,BE,91.13
ISIC_3123377.jpg,bw,NA,#B18E89,0.57,#A57C71,0.43,#A07E56,BF,85.78
ISIC_3123711.jpg,bw,NA,#E8B7CA,0.70,#DBA3B4,0.30,#F3E7DB,BB,78.21
ISIC_3123718.jpg,bw,NA,#F6C9BB,0.63,#DFAD95,0.37,#D7BD96,BE,86.61
ISIC_3123835.jpg,bw,NA,#FAD0D3,0.61,#F2C4C1,0.39,#F3E7DB,BB,85.33
ISIC_3124044.jpg,bw,NA,#E3B5B6,0.93,#A96E59,0.07,#F3E7DB,BB,81.21
ISIC_3124612.jpg,bw,NA,#F0CFCA,0.64,#E0BDB3,0.36,#F3E7DB,BB,88.8
ISIC_3125030.jpg,bw,NA,#FCD7D1,0.63,#F0C9BF,0.37,#F3E7DB,BB,88.83
ISIC_3125078.jpg,color,NA,#D49C85,0.57,#AD6F52,0.43,#A07E56,CF,86.41
ISIC_3125318.jpg,bw,NA,#FCD3D4,0.67,#F3C5C0,0.33,#F3E7DB,BB,86.13
ISIC_3125427.jpg,bw,NA,#F9D0BD,0.66,#E9BFAA,0.34,#F3E7DB,BB,88.62
ISIC_3126161.jpg,bw,NA,#E0C1A0,0.59,#C8A283,0.41,#D7BD96,BE,94.14
ISIC_3126619.jpg,color,NA,#B45856,0.70,#A13A39,0.30,#825C43,CG,83.87
ISIC_3126652.jpg,bw,NA,#EABCB3,0.61,#DAAAA0,0.39,#D7BD96,BE,84.2
ISIC_3126741.jpg,color,NA,#E7AB9E,0.67,#C98776,0.33,#D7BD96,CE,82.04
ISIC_3126915.jpg,bw,NA,#CD90A4,0.58,#BF8191,0.42,#A07E56,BF,73.4
ISIC_3127347.jpg,color,NA,#D28585,0.67,#AF4743,0.33,#825C43,CG,78.0
ISIC_3127969.jpg,bw,NA,#AB8A89,0.60,#9C756F,0.40,#A07E56,BF,83.94
ISIC_3128203.jpg,color,NA,#EBB89D,0.81,#BE815C,0.19,#D7BD96,CE,88.01
ISIC_3128244.jpg,bw,NA,#FEDEEC,0.68,#F7D2E1,0.32,#F6EDE4,BA,84.67
ISIC_3128262.jpg,color,NA,#A4665A,0.52,#84342A,0.48,#825C43,CG,86.98
ISIC_3128414.jpg,bw,NA,#F8D5D3,1.00,#775455,0.00,#F3E7DB,BB,88.47
ISIC_3128860.jpg,bw,NA,#E3BBBA,0.72,#BE8F84,0.28,#F3E7DB,BB,82.11
ISIC_3129363.jpg,bw,NA,#C1B8BF,0.58,#B4A6AA,0.42,#F3E7DB,BB,84.05
ISIC_3129578.jpg,bw,NA,#FCD9E9,0.68,#F4CDD7,0.32,#F6EDE4,BA,84.05
ISIC_3129999.jpg,bw,NA,#EEC3C4,0.89,#BE8B7A,0.11,#F3E7DB,BB,83.73
ISIC_3131292.jpg,bw,NA,#E1AFBE,0.60,#CC97A1,0.40,#F3E7DB,BB,77.2
ISIC_3131821.jpg,bw,NA,#DBAFB7,0.82,#926054,0.18,#F3E7DB,BB,77.19
ISIC_3132378.jpg,bw,NA,#D9B1A1,0.70,#C8977E,0.30,#D7BD96,BE,87.41
ISIC_3132543.jpg,bw,NA,#F9D6DD,0.67,#E9C4CA,0.33,#F3E7DB,BB,85.56
ISIC_3132725.jpg,bw,NA,#F7C3CE,0.69,#E7ABB5,0.31,#F3E7DB,BB,80.3
ISIC_3133127.jpg,bw,NA,#F4CEE5,0.68,#E6BACC,0.32,#F6EDE4,BA,81.02
ISIC_3133588.jpg,bw,NA,#CAAA9C,0.58,#B29180,0.42,#D7BD96,BE,86.79
ISIC_3134070.jpg,bw,NA,#ECCED0,0.68,#DBBCBB,0.32,#F3E7DB,BB,87.78
ISIC_3134259.jpg,color,NA,#D68D88,0.98,#994340,0.02,#A07E56,CF,79.1
ISIC_3134415.jpg,bw,NA,#FBFAF6,0.70,#DED3CA,0.30,#F6EDE4,BA,95.02
ISIC_3134444.jpg,bw,NA,#C98E9D,0.82,#B06772,0.18,#A07E56,BF,74.31
ISIC_3134556.jpg,bw,NA,#EDC5D2,0.70,#DBB0B7,0.30,#F3E7DB,BB,82.39
ISIC_3134589.jpg,bw,NA,#B09F94,0.57,#A18B7A,0.43,#A07E56,BF,87.83
ISIC_3134683.jpg,bw,NA,#F9CFCA,0.60,#ECBFB8,0.40,#F3E7DB,BB,86.36
ISIC_3134745.jpg,bw,NA,#D3AC94,0.61,#C39879,0.39,#D7BD96,BE,89.79
ISIC_3134824.jpg,bw,NA,#AB8A89,0.50,#BA9FA3,0.50,#A07E56,BF,80.87
